,negative,positive,neutral,total
miss much,0.0,0.5547337399851225,0.3064273877595938,0.8611611277447163
but left,0.3636213410269812,0.0,0.49747731611338786,0.861098657140369
preboarding,0.8609962903928481,0.0,0.0,0.8609962903928481
min cancelled,0.8609195885469194,0.0,0.0,0.8609195885469194
warehouse,0.8608824076884367,0.0,0.0,0.8608824076884367
cancelled flightled morning,0.8604608718974593,0.0,0.0,0.8604608718974593
flightled morning,0.8604608718974593,0.0,0.0,0.8604608718974593
please answer phone,0.8604437770758215,0.0,0.0,0.8604437770758215
50 flight,0.8604011096748894,0.0,0.0,0.8604011096748894
response day,0.8603810790057396,0.0,0.0,0.8603810790057396
show boarding,0.33677898888714425,0.0,0.5234852983940308,0.860264287281175
not show boarding,0.33677898888714425,0.0,0.5234852983940308,0.860264287281175
tell way,0.0,0.0,0.8602287522395324,0.8602287522395324
christmas,0.0,0.4035653444137494,0.4565868000873576,0.860152144501107
b767,0.0,0.0,0.8599681724747411,0.8599681724747411
day since,0.8599486817364477,0.0,0.0,0.8599486817364477
airline give,0.8597060049100526,0.0,0.0,0.8597060049100526
look get,0.5578569744223358,0.30181969283763804,0.0,0.8596766672599738
not rebok online,0.8596118052617037,0.0,0.0,0.8596118052617037
staf,0.5513670675173725,0.308028331812081,0.0,0.8593953993294535
day go,0.6027507459141775,0.0,0.2566206482261804,0.859371394140358
rating,0.6130392786282178,0.0,0.24622615318074725,0.8592654318089651
flight till,0.8590979475159821,0.0,0.0,0.8590979475159821
account help,0.8590046428776188,0.0,0.0,0.8590046428776188
buy first,0.8589572506441492,0.0,0.0,0.8589572506441492
according,0.8588553985096165,0.0,0.0,0.8588553985096165
maybe make,0.3023397800004338,0.0,0.5564841670619176,0.8588239470623514
guy business,0.3939558239153621,0.4647695236635613,0.0,0.8587253475789234
wait time speak,0.8586324997917778,0.0,0.0,0.8586324997917778
not put hold,0.858623697737237,0.0,0.0,0.858623697737237
koa lax,0.0,0.0,0.8585009719876409,0.8585009719876409
koa,0.0,0.0,0.8585009719876409,0.8585009719876409
airline trust,0.3415136454211079,0.5167449501449971,0.0,0.8582585955661051
wait speak,0.5919863229937892,0.2662271916575666,0.0,0.8582135146513558
say case,0.8581973812509511,0.0,0.0,0.8581973812509511
popular,0.44824153395844646,0.0,0.4099068510311976,0.8581483849896441
seat amp,0.857744634617359,0.0,0.0,0.857744634617359
donut,0.40913716169125447,0.4485213201956535,0.0,0.857658481886908
after make,0.857597742901473,0.0,0.0,0.857597742901473
not recline,0.8575776500183122,0.0,0.0,0.8575776500183122
over past,0.8575380820314944,0.0,0.0,0.8575380820314944
unrelate flightd,0.8574820102076155,0.0,0.0,0.8574820102076155
unrelate,0.8574820102076155,0.0,0.0,0.8574820102076155
cancelled flightled yet,0.5707018601424881,0.0,0.2867465421041068,0.8574484022465949
flightled yet,0.5707018601424881,0.0,0.2867465421041068,0.8574484022465949
ahold anyone,0.8574217406245577,0.0,0.0,0.8574217406245577
get ahold anyone,0.8574217406245577,0.0,0.0,0.8574217406245577
after delay,0.8573667500722546,0.0,0.0,0.8573667500722546
someone stop,0.48111850160360453,0.0,0.37618753276064065,0.8573060343642451
tim,0.0,0.30300292334270196,0.554220634823677,0.857223558166379
im sick,0.8571992277621059,0.0,0.0,0.8571992277621059
never travel,0.8571668568335954,0.0,0.0,0.8571668568335954
not aware,0.6779592241513699,0.0,0.17911097389772795,0.8570701980490978
appreciate not,0.856805469844425,0.0,0.0,0.856805469844425
53,0.8564454371436816,0.0,0.0,0.8564454371436816
customer well,0.8564443133401523,0.0,0.0,0.8564443133401523
land early,0.0,0.3754457297721967,0.4809515778660784,0.8563973076382752
junk,0.4139395786556524,0.0,0.44228288170897073,0.8562224603646231
hotspot,0.0,0.39231808381957717,0.4638244818761507,0.8561425656957279
flight vegas,0.5432703314152,0.0,0.31285320817182966,0.8561235395870297
number agent,0.8561069113130215,0.0,0.0,0.8561069113130215
let know need,0.2603287861774697,0.0,0.5956941357094464,0.8560229218869161
yal ee_teaseect,0.3556280895949374,0.5003587467859593,0.0,0.8559868363808967
reservation due,0.5354117665894822,0.0,0.3203894362910377,0.85580120288052
almost two,0.8555813363220779,0.0,0.0,0.8555813363220779
fourth,0.39893541513538716,0.45638966183482765,0.0,0.8553250769702148
fourth time,0.39893541513538716,0.45638966183482765,0.0,0.8553250769702148
allow passenger,0.8552699313623617,0.0,0.0,0.8552699313623617
use next,0.28008194856808877,0.0,0.5750628079125861,0.8551447564806749
steer,0.39757291489207974,0.4575008914289353,0.0,0.855073806321015
well not sure,0.4690103711881761,0.0,0.38605618878157416,0.8550665599697502
ca not control,0.32780598677389455,0.2554992650993779,0.27170155576100263,0.8550068076342751
take 45,0.8549657919690835,0.0,0.0,0.8549657919690835
activate,0.3137780235704684,0.5411837798679459,0.0,0.8549618034384143
attendant take,0.38791294688193995,0.4669339924305894,0.0,0.8548469393125293
brother law,0.0,0.0,0.8546058149386856,0.8546058149386856
still sit runway,0.8545057286733155,0.0,0.0,0.8545057286733155
crew take,0.4505318435590605,0.40387060626924404,0.0,0.8544024498283045
shenanigan,0.3602563999535667,0.0,0.49402470779489993,0.8542811077484667
hate delay,0.8542232230361346,0.0,0.0,0.8542232230361346
time yesterday,0.8542086433400553,0.0,0.0,0.8542086433400553
pen,0.2710998906785968,0.0,0.5831066801307714,0.8542065708093682
hate airline,0.8541908035484506,0.0,0.0,0.8541908035484506
boston delayed,0.4789908514237933,0.0,0.37496862909549084,0.853959480519284
something could,0.3654202942040272,0.0,0.48831684916361445,0.8537371433676417
but two,0.8536925552509074,0.0,0.0,0.8536925552509074
fr,0.55556422148189,0.0,0.2981159551995831,0.8536801766814731
easy way,0.6011571351377879,0.0,0.2524285457842907,0.8535856809220785
easy way get,0.6011571351377879,0.0,0.2524285457842907,0.8535856809220785
gfc,0.0,0.8532158239395189,0.0,0.8532158239395189
gfc e_smiley,0.0,0.8532158239395189,0.0,0.8532158239395189
long enough,0.8530080229222028,0.0,0.0,0.8530080229222028
due bad weather,0.852867826222582,0.0,0.0,0.852867826222582
6373,0.33604120944758975,0.0,0.5167014540414951,0.8527426634890849
sitting gate,0.5784814567313195,0.2742129873426021,0.0,0.8526944440739215
automate phone,0.8526868653790668,0.0,0.0,0.8526868653790668
great people work,0.0,0.8524934818826824,0.0,0.8524934818826824
help really,0.3911880328952115,0.4611751747184126,0.0,0.852363207613624
cho,0.3706078752469324,0.0,0.48136831147043074,0.8519761867173632
beyond ridiculous,0.8518065148223282,0.0,0.0,0.8518065148223282
flight seem,0.8516753792570513,0.0,0.0,0.8516753792570513
appreciate time,0.0,0.45753534009350405,0.3939084641488882,0.8514438042423922
crew today,0.0,0.8513512442724547,0.0,0.8513512442724547
would really,0.5569263615734815,0.0,0.2943406531637703,0.8512670147372519
tv service,0.8511623206356969,0.0,0.0,0.8511623206356969
allows,0.5094151874749725,0.3416979167633543,0.0,0.8511131042383269
phil,0.8510832327826654,0.0,0.0,0.8510832327826654
seat 1st,0.5896456330776244,0.0,0.2612731902957325,0.8509188233733569
jfk hr,0.8508538310778442,0.0,0.0,0.8508538310778442
good enough,0.8508219685420958,0.0,0.0,0.8508219685420958
not good enough,0.8508219685420958,0.0,0.0,0.8508219685420958
say due,0.8508057138376951,0.0,0.0,0.8508057138376951
phone would,0.8506608231607757,0.0,0.0,0.8506608231607757
discontinue,0.34140274896750866,0.0,0.5092092002214741,0.8506119491889828
get board,0.37556100461506564,0.0,0.4747690944492468,0.8503300990643125
ct,0.8500485108524577,0.0,0.0,0.8500485108524577
call hold,0.8500282859485541,0.0,0.0,0.8500282859485541
make miss flight,0.8500130854332792,0.0,0.0,0.8500130854332792
figured,0.2980847896218406,0.0,0.5517491946679742,0.8498339842898148
concert,0.0,0.4851518744899787,0.3644662641156133,0.849618138605592
thoughts,0.4571937027472211,0.0,0.39241619195776956,0.8496098947049906
after check,0.8495458039301282,0.0,0.0,0.8495458039301282
luggage wo not,0.8495102281694047,0.0,0.0,0.8495102281694047
luggage wo,0.8495102281694047,0.0,0.0,0.8495102281694047
need seat,0.5649548754850171,0.0,0.28421469491237045,0.8491695703973876
plane make miss,0.8491595773970596,0.0,0.0,0.8491595773970596
thanks hope,0.42726788226530593,0.4218143227944664,0.0,0.8490822050597724
day need,0.8490371248337063,0.0,0.0,0.8490371248337063
credit flight,0.29854368622503985,0.0,0.5501683556651962,0.8487120418902361
flight thursday,0.0,0.483350053507375,0.36530091200684994,0.8486509655142249
im try,0.8485599552278535,0.0,0.0,0.8485599552278535
service jfk,0.42664641863600283,0.421793024987317,0.0,0.8484394436233198
nocrew,0.8484034622736031,0.0,0.0,0.8484034622736031
hour 24,0.8483660080263227,0.0,0.0,0.8483660080263227
backup,0.8483405949201128,0.0,0.0,0.8483405949201128
thanks crew,0.2809097724663993,0.5672990561912525,0.0,0.8482088286576519
might go,0.8481921082385284,0.0,0.0,0.8481921082385284
but late flight,0.8481916854448082,0.0,0.0,0.8481916854448082
flight not cancelled,0.8481650250240629,0.0,0.0,0.8481650250240629
help hotel,0.2566939430329816,0.0,0.5910850001031486,0.8477789431361302
saver,0.2362825244368864,0.0,0.6113321265348548,0.8476146509717413
response much,0.0,0.8474425224129578,0.0,0.8474425224129578
response much appreciate,0.0,0.8474425224129578,0.0,0.8474425224129578
every contest,0.4496479149707118,0.0,0.39776644076366036,0.8474143557343722
3130,0.27869375799448814,0.0,0.5686707586739177,0.8473645166684058
flight 3130,0.27869375799448814,0.0,0.5686707586739177,0.8473645166684058
super helpful thank,0.0,0.8472333071273802,0.0,0.8472333071273802
flight hour late,0.8469855480102317,0.0,0.0,0.8469855480102317
guna nothing,0.8466918372002068,0.0,0.0,0.8466918372002068
guna,0.8466918372002068,0.0,0.0,0.8466918372002068
joe,0.4224149719776734,0.4241422345772693,0.0,0.8465572065549427
yr site,0.3100084035363026,0.0,0.5364515385357705,0.8464599420720731
make happy,0.0,0.846378661320601,0.0,0.846378661320601
locate luggage,0.8462683374459965,0.0,0.0,0.8462683374459965
keep say,0.8461813951361962,0.0,0.0,0.8461813951361962
never sent,0.845964214440774,0.0,0.0,0.845964214440774
runway dfw,0.45577046991767767,0.0,0.390087900421711,0.8458583703393887
curbside,0.8458546432479339,0.0,0.0,0.8458546432479339
change award ticket,0.5136342515165343,0.16609903516860833,0.16609903516860833,0.845832321853751
plus seat,0.5447335183049898,0.30107536504674054,0.0,0.8458088833517303
already try,0.8457627630211462,0.0,0.0,0.8457627630211462
want talk,0.8454793347440902,0.0,0.0,0.8454793347440902
bestairline,0.0,0.8454733070312249,0.0,0.8454733070312249
call back hold,0.8454677617064459,0.0,0.0,0.8454677617064459
flight delayed but,0.8454221367749981,0.0,0.0,0.8454221367749981
min miss,0.8453628682598855,0.0,0.0,0.8453628682598855
several hour,0.845357837192861,0.0,0.0,0.845357837192861
supposed,0.8453371706489596,0.0,0.0,0.8453371706489596
worry flight,0.3781603544532796,0.4669339924305894,0.0,0.845094346883869
time over,0.845071767590958,0.0,0.0,0.845071767590958
meeting tomorrow,0.8450678387998658,0.0,0.0,0.8450678387998658
get air,0.0,0.4765569191010302,0.3684857020036277,0.8450426211046579
off after,0.8450333583932059,0.0,0.0,0.8450333583932059
2324,0.0,0.844973871111016,0.0,0.844973871111016
played,0.3698084849952071,0.0,0.47514563138945587,0.844954116384663
say delay,0.36064732396299143,0.48429972713878955,0.0,0.8449470511017809
get wrong,0.8448263307439657,0.0,0.0,0.8448263307439657
serve drunk,0.8447560106284253,0.0,0.0,0.8447560106284253
serve drunk drink,0.8447560106284253,0.0,0.0,0.8447560106284253
drunk drink,0.8447560106284253,0.0,0.0,0.8447560106284253
plan make,0.844711655474786,0.0,0.0,0.844711655474786
morning after,0.3636021209471704,0.0,0.4809515778660784,0.8445536988132488
acknowledgment,0.2966825660475968,0.5477290317555517,0.0,0.8444115978031485
flight 30,0.8442367590769393,0.0,0.0,0.8442367590769393
hardworking,0.8441955654894528,0.0,0.0,0.8441955654894528
bad weather but,0.8441380645694567,0.0,0.0,0.8441380645694567
agent could,0.844033245311449,0.0,0.0,0.844033245311449
exceptional service,0.0,0.8439100174004592,0.0,0.8439100174004592
elevate account,0.5546664513664699,0.0,0.28904680090523993,0.8437132522717098
not hold,0.8437006741389919,0.0,0.0,0.8437006741389919
ny weather,0.33950118731590145,0.0,0.5041543453492379,0.8436555326651394
line call,0.5078268710466234,0.0,0.3355792609486637,0.843406131995287
136,0.8432402316889538,0.0,0.0,0.8432402316889538
amp cancelled,0.8431370086493383,0.0,0.0,0.8431370086493383
blah blah,0.8430427606316919,0.0,0.0,0.8430427606316919
men,0.3750781394267772,0.0,0.46796020531246746,0.8430383447392447
tarmac over,0.8429331228051697,0.0,0.0,0.8429331228051697
like last time,0.8425970398256601,0.0,0.0,0.8425970398256601
haul,0.24939528705607453,0.3364427642336367,0.2567017208550281,0.8425397721447394
long haul,0.24939528705607453,0.3364427642336367,0.2567017208550281,0.8425397721447394
credit 200,0.8424707717217117,0.0,0.0,0.8424707717217117
hour over,0.510741068713351,0.0,0.3316814144762503,0.8424224831896013
get hotel voucher,0.8423418284033817,0.0,0.0,0.8423418284033817
seat move,0.3337677148726418,0.0,0.5085427721512285,0.8423104870238702
sending dm,0.23582823688173946,0.0,0.6064671579550602,0.8422953948367997
want go home,0.8422849824946276,0.0,0.0,0.8422849824946276
trip ticket,0.4716565623413928,0.37057138530835076,0.0,0.8422279476497436
round trip ticket,0.4716565623413928,0.37057138530835076,0.0,0.8422279476497436
airline abuse,0.8422091050349723,0.0,0.0,0.8422091050349723
fly jet blue,0.0,0.842087729086386,0.0,0.842087729086386
fly jet,0.0,0.842087729086386,0.0,0.842087729086386
even give,0.8420721854233998,0.0,0.0,0.8420721854233998
know nothing,0.8420071316359833,0.0,0.0,0.8420071316359833
ali,0.27340257690422776,0.0,0.5685548373196856,0.8419574142239133
but gate,0.0,0.5385016243231204,0.3032826963071152,0.8417843206302356
southwest ap,0.8417619040940729,0.0,0.0,0.8417619040940729
30 min hold,0.8416770953008916,0.0,0.0,0.8416770953008916
1st not,0.29581849985178044,0.0,0.5458487442530648,0.8416672441048453
could get ticket,0.0,0.29404075424234816,0.547518574342843,0.8415593285851912
flight az,0.0,0.4297040800717638,0.41184605434348254,0.8415501344152463
az,0.0,0.4297040800717638,0.41184605434348254,0.8415501344152463
via twiter,0.8414786556272289,0.0,0.0,0.8414786556272289
extension would,0.4433192038566202,0.0,0.3981268845264873,0.8414460883831075
incredibly helpful,0.0,0.8413642813967934,0.0,0.8413642813967934
let know help,0.2860400632922871,0.0,0.5552368077387488,0.8412768710310359
know help,0.2860400632922871,0.0,0.5552368077387488,0.8412768710310359
wet clothes,0.8411860089468205,0.0,0.0,0.8411860089468205
get tsa,0.5883326148849932,0.0,0.2528045665164436,0.8411371814014368
yes hope,0.4368795490306278,0.4042131334444774,0.0,0.8410926824751053
min tarmac,0.41493066818990704,0.0,0.4261469819907576,0.8410776501806647
night but,0.840946975158641,0.0,0.0,0.840946975158641
take forever,0.8409392884421923,0.0,0.0,0.8409392884421923
like airline,0.8406893419395253,0.0,0.0,0.8406893419395253
mco gt,0.5721327323091308,0.0,0.2685425962307736,0.8406753285399043
yes course,0.8406587558589722,0.0,0.0,0.8406587558589722
make standby,0.8405216214897844,0.0,0.0,0.8405216214897844
awesome ee_teaseerience,0.0,0.8404466912177282,0.0,0.8404466912177282
veers off,0.45577046991767767,0.0,0.3844624594839091,0.8402329294015868
veers,0.45577046991767767,0.0,0.3844624594839091,0.8402329294015868
thankyou much,0.0,0.8401125840804917,0.0,0.8401125840804917
liable,0.8400962739814676,0.0,0.0,0.8400962739814676
alright thank,0.0,0.4546383949638946,0.3854442747713622,0.8400826697352568
wondering,0.5083300264584728,0.0,0.33174787339194156,0.8400778998504144
eh,0.27161495913617195,0.0,0.5684111877649499,0.8400261469011219
bring home,0.4978388140462865,0.0,0.3420923342182028,0.8399311482644893
reboked next,0.8397919415448405,0.0,0.0,0.8397919415448405
reboked next day,0.8397919415448405,0.0,0.0,0.8397919415448405
need confirmation,0.3321492708564223,0.0,0.5076145018921475,0.8397637727485698
bad take,0.839488616632981,0.0,0.0,0.839488616632981
help travel,0.39123317406060665,0.0,0.4482438673434954,0.8394770414041021
reopen,0.8394063030634645,0.0,0.0,0.8394063030634645
1051,0.26774333486856916,0.0,0.5715777225886972,0.8393210574572664
flight 1051,0.26774333486856916,0.0,0.5715777225886972,0.8393210574572664
number ticket,0.587271264189959,0.0,0.2518944781448846,0.8391657423348435
delta transfer,0.3691263459653695,0.4699078260586534,0.0,0.8390341720240229
download jeoko american,0.0,0.0,0.8388302387826484,0.8388302387826484
ap air traveler,0.0,0.0,0.8388302387826484,0.8388302387826484
air traveler,0.0,0.0,0.8388302387826484,0.8388302387826484
american ap,0.0,0.0,0.8388302387826484,0.8388302387826484
jeoko,0.0,0.0,0.8388302387826484,0.8388302387826484
ap air,0.0,0.0,0.8388302387826484,0.8388302387826484
jeoko american,0.0,0.0,0.8388302387826484,0.8388302387826484
download jeoko,0.0,0.0,0.8388302387826484,0.8388302387826484
jeoko american ap,0.0,0.0,0.8388302387826484,0.8388302387826484
american ap air,0.0,0.0,0.8388302387826484,0.8388302387826484
secret,0.0,0.0,0.838798048109666,0.838798048109666
tell secret,0.0,0.0,0.838798048109666,0.838798048109666
receive help,0.8386451536770232,0.0,0.0,0.8386451536770232
destinationdragons tonight,0.0,0.8385627347019308,0.0,0.8385627347019308
passbook integration,0.0,0.838544413231244,0.0,0.838544413231244
take over,0.8383620715884512,0.0,0.0,0.8383620715884512
still not know,0.8383469465004277,0.0,0.0,0.8383469465004277
hope fly,0.0,0.36918369632954656,0.4691171880072273,0.8383008843367739
send note,0.0,0.4833982522893501,0.3548241891824379,0.838222441471788
hold connection,0.4998119653652655,0.33826920714431546,0.0,0.8380811725095809
fly standby,0.0,0.0,0.8379649299062337,0.8379649299062337
834,0.38820010579591113,0.0,0.44974809355848866,0.8379481993543998
thanks link,0.45270542490952553,0.0,0.38523875202033664,0.8379441769298621
make birthday,0.48049525807358595,0.35741420132598684,0.0,0.8379094593995728
locate baggage,0.83775909871392,0.0,0.0,0.83775909871392
rude not help,0.8377565976709371,0.0,0.0,0.8377565976709371
rebok cancelled flighted,0.8377276394175639,0.0,0.0,0.8377276394175639
serve 30,0.4453005386995322,0.0,0.39235039355354157,0.8376509322530737
time least,0.8374261922726877,0.0,0.0,0.8374261922726877
sense humor,0.3080421761913554,0.5292376768690935,0.0,0.8372798530604488
skytrax,0.8372485176104272,0.0,0.0,0.8372485176104272
flight next day,0.5362556721586885,0.0,0.3008657337488862,0.8371214059075747
little customer,0.8371134783129974,0.0,0.0,0.8371134783129974
disappointed customer service,0.8371060666694294,0.0,0.0,0.8371060666694294
disappointed customer,0.8371060666694294,0.0,0.0,0.8371060666694294
989,0.0,0.4939455803811961,0.3431477930093447,0.8370933733905408
bos phl,0.5738168267466328,0.26310409094189463,0.0,0.8369209176885275
invest,0.35172843802513654,0.0,0.4851885759103617,0.8369170139354982
people wait,0.8367728265037914,0.0,0.0,0.8367728265037914
hour 15,0.8367188711708844,0.0,0.0,0.8367188711708844
flightled last,0.5332752838334858,0.0,0.30334414997076625,0.8366194338042521
cancelled flightled last,0.5332752838334858,0.0,0.30334414997076625,0.8366194338042521
troubleshoot,0.8366031877834761,0.0,0.0,0.8366031877834761
lawsuit,0.8365842568229223,0.0,0.0,0.8365842568229223
know new,0.4515468146086952,0.0,0.38499071683566344,0.8365375314443586
unhappy customer,0.8363609147685088,0.0,0.0,0.8363609147685088
chart,0.0,0.0,0.8362357726616454,0.8362357726616454
not line,0.836168500759915,0.0,0.0,0.836168500759915
paid premium,0.8359643229834361,0.0,0.0,0.8359643229834361
appreciate prompt,0.0,0.8357996862661923,0.0,0.8357996862661923
appreciate prompt response,0.0,0.8357996862661923,0.0,0.8357996862661923
take plane,0.8357043864041422,0.0,0.0,0.8357043864041422
hrl,0.3355266037048642,0.0,0.5001671835145348,0.835693787219399
really ca not,0.460940418857996,0.3746651025822221,0.0,0.835605521440218
really ca,0.460940418857996,0.3746651025822221,0.0,0.835605521440218
recieved email,0.8356030221154952,0.0,0.0,0.8356030221154952
dissatisfaction,0.8355993729053659,0.0,0.0,0.8355993729053659
connection please,0.8355824811736297,0.0,0.0,0.8355824811736297
delivery service,0.30196666942094785,0.0,0.5335327094847396,0.8354993789056875
make over,0.5284210093544288,0.0,0.3070250574876242,0.835446066842053
follower,0.2742210747601604,0.0,0.5612127335727838,0.8354338083329442
hr help,0.8353533382108023,0.0,0.0,0.8353533382108023
thanks attentiveness,0.0,0.8352061894839249,0.0,0.8352061894839249
attentiveness,0.0,0.8352061894839249,0.0,0.8352061894839249
back tomorrow,0.3187167112594206,0.516383682130725,0.0,0.8351003933901456
deice,0.25542066748396935,0.25707852280021304,0.32259195190283524,0.8350911421870177
dime,0.8350288522493714,0.0,0.0,0.8350288522493714
please wait,0.8349440205433005,0.0,0.0,0.8349440205433005
longer fly,0.834525763838682,0.0,0.0,0.834525763838682
get tomorrow,0.8344525341939931,0.0,0.0,0.8344525341939931
gate supervisor,0.43499814309874574,0.0,0.39936645127336173,0.8343645943721074
know status,0.8343620188843824,0.0,0.0,0.8343620188843824
not switch,0.5637451251422418,0.0,0.27044874438791533,0.8341938695301572
customer service hold,0.8341078087711197,0.0,0.0,0.8341078087711197
service hold,0.8341078087711197,0.0,0.0,0.8341078087711197
add lap,0.8340134994303532,0.0,0.0,0.8340134994303532
add lap child,0.8340134994303532,0.0,0.0,0.8340134994303532
could not bad,0.8338606501368816,0.0,0.0,0.8338606501368816
upgrade amp,0.8338156508925594,0.0,0.0,0.8338156508925594
permanently,0.0,0.0,0.8337605005668705,0.8337605005668705
agent not say,0.8336347025236525,0.0,0.0,0.8336347025236525
not seem get,0.8336315924447313,0.0,0.0,0.8336315924447313
festivity,0.8335535290709746,0.0,0.0,0.8335535290709746
issue return,0.8335290151770491,0.0,0.0,0.8335290151770491
issue return flight,0.8335290151770491,0.0,0.0,0.8335290151770491
plane sfo,0.34443167860138035,0.48908610281665904,0.0,0.8335177814180394
approval,0.35961919350013494,0.0,0.4738635646669961,0.833482758167131
hi please,0.0,0.0,0.8334016203412238,0.8334016203412238
bag arrive,0.8332566339028358,0.0,0.0,0.8332566339028358
please take,0.3845554565503221,0.0,0.44867524481887566,0.8332307013691977
soon enough,0.3199409729986638,0.0,0.5132350932089921,0.8331760662076559
know anything,0.8330381273330301,0.0,0.0,0.8330381273330301
719 hour,0.832947545094066,0.0,0.0,0.832947545094066
flight 719 hour,0.832947545094066,0.0,0.0,0.832947545094066
even bother,0.8328788688832887,0.0,0.0,0.8328788688832887
plane almost,0.8328033795235162,0.0,0.0,0.8328033795235162
would love see,0.541838963350977,0.0,0.2909496192807783,0.8327885826317554
february 2014,0.3493200528188598,0.0,0.4829756112819467,0.8322956641008066
ewr fll,0.0,0.4851392267087595,0.3467889460634498,0.8319281727722092
30 min wait,0.26064522850478,0.0,0.5712544413094702,0.8318996698142502
2016,0.2991575686011899,0.0,0.5327172926763768,0.8318748612775667
favorite band,0.0,0.23605809138568823,0.5956098024438911,0.8316678938295793
dedicate,0.8315639711829796,0.0,0.0,0.8315639711829796
dep,0.8315221130524252,0.0,0.0,0.8315221130524252
dfw ord,0.31855033001139776,0.0,0.5129715370479623,0.83152186705936
masters,0.46094503986422475,0.37057138530835076,0.0,0.8315164251725755
people see,0.46750842963614303,0.3639442784810049,0.0,0.8314527081171479
back cleveland,0.34964780000497886,0.0,0.4817835155195492,0.8314313155245281
65 000,0.8314247008502769,0.0,0.0,0.8314247008502769
keep great work,0.0,0.83130038139068,0.0,0.83130038139068
keep great,0.0,0.83130038139068,0.0,0.83130038139068
problem plane,0.831265617988316,0.0,0.0,0.831265617988316
over last,0.8312300011974127,0.0,0.0,0.8312300011974127
way suck,0.8310347238062439,0.0,0.0,0.8310347238062439
estimate time,0.5788245518542042,0.0,0.2521804602237551,0.8310050120779593
since monday,0.8309004099027064,0.0,0.0,0.8309004099027064
min amp,0.5570652808677303,0.0,0.2736403022294203,0.8307055830971506
always late flight,0.8306265515423662,0.0,0.0,0.8306265515423662
always late,0.8306265515423662,0.0,0.0,0.8306265515423662
return flight home,0.8306068539829905,0.0,0.0,0.8306068539829905
know dm,0.0,0.0,0.8305676722452133,0.8305676722452133
not know dm,0.0,0.0,0.8305676722452133,0.8305676722452133
eligible,0.43319479675540334,0.0,0.39730818949303875,0.8305029862484421
busy amp,0.830475364054814,0.0,0.0,0.830475364054814
skiing,0.8304100664028832,0.0,0.0,0.8304100664028832
show luv,0.41460973438936866,0.0,0.41578948323482023,0.8303992176241889
twice first,0.8303285569864824,0.0,0.0,0.8303285569864824
put tsa,0.5382531739586844,0.0,0.2920692387704421,0.8303224127291265
people miss connection,0.8303092317024712,0.0,0.0,0.8303092317024712
people miss,0.8303092317024712,0.0,0.0,0.8303092317024712
load bag onto,0.8302959059583693,0.0,0.0,0.8302959059583693
hi guys,0.0,0.5273322345801754,0.30286323018128625,0.8301954647614617
thank info,0.0,0.0,0.8301647587978949,0.8301647587978949
attendee,0.0,0.28935476385843323,0.5407992505172974,0.8301540143757307
take another,0.4392881951016282,0.0,0.3908646755186238,0.830152870620252
one able help,0.8301165761426434,0.0,0.0,0.8301165761426434
good service,0.5393726784667559,0.2905619343463091,0.0,0.8299346128130649
love companion,0.0,0.8298468381075907,0.0,0.8298468381075907
lil,0.3409130804284691,0.0,0.4888939233788039,0.8298070038072729
minute customer,0.8297819488935381,0.0,0.0,0.8297819488935381
try see,0.2705063633014981,0.0,0.5592459087090611,0.8297522720105592
sit another,0.8297026514620809,0.0,0.0,0.8297026514620809
get destination,0.8296513524240864,0.0,0.0,0.8296513524240864
jef smisek,0.0,0.0,0.8295798686548275,0.8295798686548275
smisek,0.0,0.0,0.8295798686548275,0.8295798686548275
would think,0.8293892851449375,0.0,0.0,0.8293892851449375
service still,0.8293691150066114,0.0,0.0,0.8293691150066114
customer service still,0.8293691150066114,0.0,0.0,0.8293691150066114
ask follow,0.829350765341689,0.0,0.0,0.829350765341689
sad not,0.829324551813086,0.0,0.0,0.829324551813086
allow change,0.255130955730001,0.0,0.5741822896930961,0.8293132454230971
request ticket,0.0,0.0,0.8293131790770625,0.8293131790770625
left item,0.5483507278997755,0.0,0.2809611954021612,0.8293119233019366
hour call back,0.8292215248636967,0.0,0.0,0.8292215248636967
after not,0.8291202776753832,0.0,0.0,0.8291202776753832
officially favorite,0.0,0.829032430618599,0.0,0.829032430618599
phone today,0.8289532184705977,0.0,0.0,0.8289532184705977
answer phone today,0.8289532184705977,0.0,0.0,0.8289532184705977
next friday,0.552471034790969,0.0,0.2763556078329428,0.8288266426239118
luggage get,0.8287826462504609,0.0,0.0,0.8287826462504609
help sit,0.8286799299213615,0.0,0.0,0.8286799299213615
thx check,0.23676198409638885,0.591911382965701,0.0,0.8286733670620898
hold hostage,0.8286328255849958,0.0,0.0,0.8286328255849958
voucher get,0.8285813226226837,0.0,0.0,0.8285813226226837
try get thru,0.5555395130141288,0.27283972130952877,0.0,0.8283792343236576
pay another,0.8283595189679134,0.0,0.0,0.8283595189679134
time board,0.8282906200247195,0.0,0.0,0.8282906200247195
tag number,0.828245009774947,0.0,0.0,0.828245009774947
today after,0.828100154732415,0.0,0.0,0.828100154732415
one interview,0.5001784070206521,0.0,0.32777966071070747,0.8279580677313596
notmyfault,0.8279163518889646,0.0,0.0,0.8279163518889646
amp half,0.8277942267270351,0.0,0.0,0.8277942267270351
love jet,0.0,0.8277291965024708,0.0,0.8277291965024708
love jet blue,0.0,0.8277291965024708,0.0,0.8277291965024708
perfectly,0.8274306749993514,0.0,0.0,0.8274306749993514
